search URL:,https://patents.google.com/?q=TAC%253d%22biogas%22&country=BR
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
BR-102020005729-A2,SPECIFIC METHANOGENIC ACTIVITY TEST (AME): METHODOLOGY FOR IMPLEMENTATION AND METHANE QUANTIFICATION SYSTEM ,Universidade Federal De Pelotas,"Willian Cezar Nadaleti, Bruno Muller Vieira, Vitor Alves Lourenço, Renan De Freitas Santos, Maurizio Silveira Quadro",,2020-03-23,2021-10-05,,https://patents.google.com/patent/BR102020005729A2/en,https://patentimages.storage.googleapis.com/c6/49/f7/f339e6c7e89dd8/img0002.png
BR-102020008130-A2,EXTRACTION OF BIOGASMETHANE AND DERIVATIVES FROM THE AÇAÍ SEED OR SEED (EUTERPE OLERACEA MART.) GEMINADO ,Benedito Da Rocha,Benedito Da Rocha,,2020-04-24,2021-11-09,,https://patents.google.com/patent/BR102020008130A2/en,https://patentimages.storage.googleapis.com/2d/1a/d5/184696fc2d5267/img0001.png
BR-102020023562-A2,Sustainable agro-industrial complex for the production of pig iron and co-products. ,Tecnored Desenvolvimento Tecnologico S.A.,"Ludmila Lopes Nascimento Brasil, Ronald Lopes De Oliveira, Guilherme Francisco Gonçalves, Álvaro Guedes Soares, Otávio Ribeiro Danelussi, Stephen Michael Potter",2020-11-18,2020-11-18,2022-05-31,,https://patents.google.com/patent/BR102020023562A2/en,https://patentimages.storage.googleapis.com/de/4b/54/2791ac25ea9113/img0001.png
BR-102020024670-A2,PROCESS OF SEPARATING CARBON DIOXIDE FROM A GAS Stream AND USE ,Petróleo Brasileiro S.A. - Petrobras,Aline Machado De Castro,2020-12-02,2020-12-02,2022-06-14,,https://patents.google.com/patent/BR102020024670A2/en,https://patentimages.storage.googleapis.com/7f/17/a8/1e0e295ace10dd/img0003.png
BR-202021000051-U2,KINETIC AGITATION SYSTEM IN BIODIGESTORS ,Auma Energia Ltda,Johann Reichl,2021-01-04,2021-01-04,2022-12-06,,https://patents.google.com/patent/BR202021000051U2/en,https://patentimages.storage.googleapis.com/68/3a/19/6092883717da67/img0001.png
BR-102021000149-A2,DIGESTOR COMPRISING AN OXYGEN INJECTION SYSTEM HAVING A TUBULAR MIDDLE FORMED IN A GRID PATTERN ,"L'air Liquide, Société Anonyme Pour L'etude Et L'exploitation Des Procedes Georges Claude","Aude BERTRANDIAS, David Frimat, Antonio Trueba, Jacopo Seiwert, Jeremy Ollier, Solene Valentin",2020-01-09,2021-01-06,2021-08-24,,https://patents.google.com/patent/BR102021000149A2/en,https://patentimages.storage.googleapis.com/0f/ec/2a/7d550722b58eea/img0001.png
BR-102021000233-A2,DIGESTOR COMPRISING AN OXYGEN INJECTION SYSTEM HAVING A TUBULAR MIDDLE COMPRISING A T-SHAPED PORTION ,"L'air Liquide, Société Anonyme Pour L'etude Et L'exploitation Des Procedes Georges Claude","Aude BERTRANDIAS, David Frimat, Antonio Trueba, Jacopo Seiwert, Jeremy Ollier, Solene Valentin",2020-01-09,2021-01-07,2021-07-27,,https://patents.google.com/patent/BR102021000233A2/en,https://patentimages.storage.googleapis.com/45/fa/aa/566e0a1fb8e8a4/img0001.png
BR-102021002801-A2,PRE-TREATMENT PROCESS COMBINED BY ULTRASOUND AND CHEMICAL PRECIPITATION OF STRUVITE INTEGRATED TO ANAEROBIC CODIGESTION ,"Instituto Superior De Agronomia, Instituto Politécnico De Viana Do Castelo",Renata D'arc Coura,2020-02-13,2021-02-12,2021-08-17,,https://patents.google.com/patent/BR102021002801A2/en,https://patentimages.storage.googleapis.com/0e/17/22/614347a98736dc/img0009.png
BR-102020016775-A2,Anaerobic digestion of swine manure improved by the addition of iron ore tailings ,Unifei - Universidade Federal De Itajubá,"Hellen Luisa De Castro E Silva, Regina Mambeli Barros, Athos Moises Lopes Silva, João Victor Rocha De Freitas, Ivan Felipe Silva Dos Santos",2020-08-17,2020-08-17,2022-02-22,,https://patents.google.com/patent/BR102020016775A2/en,https://patentimages.storage.googleapis.com/7c/32/53/b8acf1d3e98468/img0009.png
BR-112020025549-A2,PSA MULTIPLE STAGE PROCESS TO REMOVE CONTAMINANT GASES FROM CRUDE METHANE FLOWS ,Sysadvance - Sistemas De Engenharia S.A.,"Patrick Da Silva Bárcia, Daniel António Santos Silva Ferreira, Sílvio Daniel Da Silva Carvalho Monteiro",2018-06-14,2019-06-14,2021-03-16,,https://patents.google.com/patent/BR112020025549A2/en,
BR-102017015594-A2,ACID GAS CLEANING SYSTEMS AND METHODS ,Paulo César Ribeiro Lima,Paulo César Ribeiro Lima,2017-07-20,2017-07-20,2019-03-19,,https://patents.google.com/patent/BR102017015594A2/en,
BR-102021004381-A2,INTEGRATED SET OF TECHNOLOGIES AND PROCESS FOR THE TREATMENT OF EFFLUENTS WITH THE PRODUCTION OF BIOMETHANE BY BIODIGESTION OF ORGANIC MATTER ,Nicola Isidoro Martorano Filho,Nicola Isidoro Martorano Filho,2021-03-08,2021-03-08,2022-09-20,,https://patents.google.com/patent/BR102021004381A2/en,https://patentimages.storage.googleapis.com/1d/66/25/b23d95aea40cc2/img0001.png
BR-PI0706174-A2,system and method of qualitative and quantitative chemical analysis of gas ,"Embrapa, Alfaki Ltda","Airton Kunz, Oliveira Leo De",2007-10-09,2007-10-09,2009-06-16,,https://patents.google.com/patent/BRPI0706174A2/en,
BR-9910375-A,"Watertight reservoir designed to perform a metallic fermentation treatment of liquid effluents such as sludge, manure and urban or industrial effluents, or to store a medium in a corrosive atmosphere ",Degremont,"Patrick Suhr, Jean Luc Malige",1998-05-13,1999-04-22,2001-01-09,,https://patents.google.com/patent/BR9910375A/en,
BR-102016029305-B1,high-efficiency hybrid thermoelectric plants using sugarcane bagasse and natural gas ,Sergio Vieira Guerreiro Ribeiro,Sergio Vieira Guerreiro Ribeiro,2016-12-14,2016-12-14,2020-12-01,,https://patents.google.com/patent/BR102016029305B1/en,https://patentimages.storage.googleapis.com/ce/75/cc/cbeae442040918/img0001.png
BR-102017007228-A2,Constructive aspects and layout of an integrated biosystem for methane and biofertilizer gas generation ,Universidade Federal De Alagoas,"Eduardo Lucena Cavalcante De Amorim, José Hélio Barbosa, Elton Lima Santos",2017-04-07,2017-04-07,2018-10-30,,https://patents.google.com/patent/BR102017007228A2/en,
BR-102020011599-A2,PHOTOMETER FOR METHANE DETERMINATION ,Universidade Federal Da Paraiba,"Mayara Ferreira Barbosa, Mario Cesar Ugulino De Araújo, Sófacles Figueredo Carreiro Soares, Jainny Rityelle Batista Dos Santos",,2020-06-09,2021-12-21,,https://patents.google.com/patent/BR102020011599A2/en,https://patentimages.storage.googleapis.com/c1/1a/66/f90b7b885d25c7/img0001.png
BR-102020002941-A2,INTELLIGENT MANAGER OF MULTIPLE POWER SOURCES ,"Arnaud Christophe Pierre, Paulo Roberto Kroschinky, Georgi Lucki Junior","Paulo Roberto Kroschinky, Georgi Lucki Junior, Arnaud Christophe Pierre Marie Colin",2020-02-11,2020-02-11,2021-08-24,,https://patents.google.com/patent/BR102020002941A2/en,https://patentimages.storage.googleapis.com/9d/ba/62/8f0fe4b6d95a00/img0001.png
BR-102019025080-A2,process for removing hydrogen sulfide (h2s) from gas streams using a fertilizer-based solution ,"Universidade Estadual De Maringá, Universidade Tecnológica Federal Do Paraná","Nehemias Curvelo Pereira, Djeine Cristina Schiavon Maia, Pedro Augusto Arroyo, Marcelino Luiz Gimenes, Laercio Mantovani Frare, Fernanda Naiara Campos De Almeida, Rafael Rick Niklevicz, Rafael Arioli",2019-11-28,2019-11-28,2021-06-08,,https://patents.google.com/patent/BR102019025080A2/en,https://patentimages.storage.googleapis.com/ce/b8/62/e3a545b5f35926/img0001.png
BR-102019020899-A2,methane production with vivarium residues using rumen fluid as inoculum ,Universidade Federal De Alagoas,"Eduardo Lucena Cavalcante De Amorim, Elvan Nascimento Dos Santos Filho, Nadjane Leite Dos Santos Telles",2019-10-04,2019-10-04,2021-04-20,,https://patents.google.com/patent/BR102019020899A2/en,https://patentimages.storage.googleapis.com/83/e8/a5/72beeefc652064/img0004.png
BR-202019007172-U2,provisions applied to dehydrator equipment for organic waste ,Ceu Azul - Indústria E Comercio De Equipamentos Agropecuários Ltda,Paulo Henrique Fernandes Damasio Favaretto,2019-04-09,2019-04-09,2020-10-20,,https://patents.google.com/patent/BR202019007172U2/en,https://patentimages.storage.googleapis.com/e3/98/7a/1fa2e5d53c0013/img0001.png
BR-112022021655-A2,PROCESS FOR CONVERTING LIGNOCELLULOSIC BIOMASS INTO FUEL ,Iogen Corp,"Foody Brian, S Tolan Jeffrey, Martens Kristin",2020-05-22,2021-04-23,2022-12-20,,https://patents.google.com/patent/BR112022021655A2/en,
BR-112022010265-A2,METHOD FOR OBTAINING CELLULOSE FIBERS AND PLANT TO PERFORM SUCH METHOD ,Leinich Beteiligungen Gmbh,"Dauser Hermann, Nussbaumer Felix, Leinich Helge",2019-11-29,2020-11-27,2022-08-16,,https://patents.google.com/patent/BR112022010265A2/en,
BR-112021010292-A2,renewable fuel mix ,Neste Oyj,"Jenni NORTIO, Kati SANDBERG",2018-12-13,2019-12-12,2021-08-17,,https://patents.google.com/patent/BR112021010292A2/en,
BR-102018075909-A2,"PROCESS AND EQUIPMENT FOR CLIMATIZATION OF ANIMAL CONFINMENTS, THERMAL RECOVERY IN GENERATORS POWERED BY RENEWABLE FUELS ","Ipk Engenharia Ltda - Epp, Ipk Engenharia Ltda - Epp.","Pedro Kassab, Julio Cesar Santos Pingas",2018-12-13,2018-12-13,2020-06-23,,https://patents.google.com/patent/BR102018075909A2/en,https://patentimages.storage.googleapis.com/0f/e1/69/c1767b1ca97b85/img0001.png
BR-102019002608-A2,"CONSTRUCTIVE DISPOSITION APPLIED TO THE ORGANIC FERTILIZER FACTORY WHICH MAY BE USED IN PLANTORS ORIUNDO DEJECTS OF ANIMALS CREATED ON AGRICULTURAL PROPERTIES AS SWINE, BIRDS AND BOVINE ",Rudinei Antonio Brogliato,Rudinei Antonio Brogliato,2019-02-08,2019-02-08,2019-06-18,,https://patents.google.com/patent/BR102019002608A2/en,
BR-102018015929-A2,HORIZONTAL ANAEROBIC DIGESTOR WITH SEDIMENTATOR FOR ORGANIC FRACTION OF URBAN SOLID WASTE AND RELATIVE PROCESS ,G-Meta Consultoria Participações E Serviços Ltda,"Giovanni Coassin, Luciano Pesce",2018-08-03,2018-08-03,2020-02-18,,https://patents.google.com/patent/BR102018015929A2/en,
BR-102018007348-A2,anaerobic digestion device ,Universidade Federal De Pernambuco,"Derovil Antonio Dos Santos, Laís Roberta Galdino De Oliveira, Rebeca Oliveira De Souza, Maurício Alves Da Motta Sobrinho, José Fernando Thomé Jucá, Gilson Santos Do Monte, Antônio Rodrigues De Brito, Guilherme José Correia Gomes",2018-04-12,2018-04-12,2019-10-29,,https://patents.google.com/patent/BR102018007348A2/en,
BR-202018001662-U2,integrated set of technologies for wastewater treatment with biomethane production by biodigesting organic matter ,Nicola Isidoro Martorano Filho,Nicola Isidoro Martorano,2018-01-26,2018-01-26,2019-01-22,,https://patents.google.com/patent/BR202018001662U2/en,
BR-112019000893-B1,PROCESS AND APPARATUS FOR REMOVING HYDROGEN SULPHIDE FROM A GAS ,Biogasclean A/S,Peter Thygesen,2016-07-21,2017-07-12,2023-06-27,,https://patents.google.com/patent/BR112019000893B1/en,
BR-PI0403524-A,biodigester of interconnected containers ,Veneraldo Pereira Costa,Veneraldo Pereira Costa,2004-06-03,2004-06-03,2006-05-23,,https://patents.google.com/patent/BRPI0403524A/en,
BR-102016000955-A2,HEAT EXCHANGER WITH TUBES IN SPIRES WITH DIFFERENT DIAMETERS INTERLIGATED BETWEEN ,Alcino Alano José,Alcino Alano José,2016-01-15,2016-01-15,2017-07-25,,https://patents.google.com/patent/BR102016000955A2/en,
BR-102015012133-A2,URBAN SOLID WASTE PROCESSING AND BAGGING SYSTEM ,Carlos Barberena Cava Antonio,"Carlos Barberena Cava Antonio, Roberto De Souza Roscoe Flavio",2015-05-25,2015-05-25,2017-07-11,,https://patents.google.com/patent/BR102015012133A2/en,
BR-112016019826-B1,SUPER LARGE SCALE PHOTON CAPTURE BIOREACTOR FOR WATER PURIFICATION AND METHOD OF OPERATION USING THE SAME ,Photon Eco-Capture Pty Ltd,James Y Hu,2014-02-28,2015-02-28,2021-11-23,,https://patents.google.com/patent/BR112016019826B1/en,https://patentimages.storage.googleapis.com/40/31/bb/8b99ee05ae6a24/img0001.png
BR-102015005699-A2,"MECHANICAL ENERGY MULTIPLIER EQUIPMENT, MECHANICAL ENERGY MULTIPLICATION SYSTEM AND CORRESPONDENT ELECTRIC POWER GENERATOR ",Carlos Bonatto José,Carlos Bonatto José,2015-03-13,2015-03-13,2018-03-20,,https://patents.google.com/patent/BR102015005699A2/en,
BR-132014019425-E2,"improvement of the vinasse treatment system with energy generation, reuse water generation and concentrated organic fertilization ",Sulamita Frohlich,Sulamita Frohlich,2014-08-06,2014-08-06,2016-04-26,,https://patents.google.com/patent/BR132014019425E2/en,
BR-102014000733-B1,"INTENSIVE FISH HOME CREATION SYSTEM, WITH WATER RECIRCULATION AND EFFLUENT TREATMENT ",Jv Empreendimentos Agropecuários Ltda - Me,Antonio José Da Silva,2014-01-13,2014-01-13,2020-03-17,,https://patents.google.com/patent/BR102014000733B1/en,
BR-202012021224-Y1,equipment for separation and thermochemical conversion of solid effluent phase ,"Empresa Brasileira de Pesquisa Agropecuária, Cooperativa Agropecuária São Gabriel Do Oeste Ltda- Cooasgo, Rieger Irrigação Ltda.","Ivan Bergier Tavares De Lima, Jair Antônio Borgmann, Antonio Arantes Bueno Sobrinho, José Alberto Pinesso, Luis Alberto De Oliveira Rieger, Carlos Alberto Shimata, José Anibal Comastri Filho, Hernandes De Campos Monteiro",2012-08-23,2012-08-23,2020-11-24,,https://patents.google.com/patent/BR202012021224Y1/en,https://patentimages.storage.googleapis.com/a4/d8/f9/acfc83fa69fc89/img0001.png
BR-102012029110-A2,CREATED HEATING SYSTEM ,Adalberto Flavio Fontana,Adalberto Flavio Fontana,2012-11-14,2012-11-14,2014-07-08,,https://patents.google.com/patent/BR102012029110A2/en,
BR-102012025188-A2,INTEGRATED METHOD FOR SELF-SUSTAINABLE ELECTRIC POWER PRODUCTION AND INTEGRATED ELECTRIC POWER PRODUCTION UNIT ,Vale Solucoes Em En S A Vse,"Marcio Alexandrino Brasileiro, Kassia Santos Oliveira, Leonardo Verbicaro Perdomo, Thais Balbi Garnier Rodrigues, Jose James Mendes Pessoa",2012-10-02,2012-10-02,2014-06-24,,https://patents.google.com/patent/BR102012025188A2/en,
BR-112014033107-A2,tubular digester ,"Jose Ignacio Labbe Silva, Felipe Hansen Fernandez, Patricio Andres Salas Perez","Hansen Fernández Felipe, Ignacio Labbé Silva José, Andrés Salas Pérez Patricio",2012-07-04,2012-07-04,2017-08-01,,https://patents.google.com/patent/BR112014033107A2/en,
BR-102012005804-A2,EVAPORATION PROCESS OF CHUMOR THROUGH COOLING HEAT AND EXHAUST GASES FROM INTERNAL COMBUSTION ENGINES ,Marco Antonio Zelic,Marco Antonio Zelic,2012-03-15,2012-03-15,2014-03-11,,https://patents.google.com/patent/BR102012005804A2/en,
BR-PI1106194-A2,methane gas co2 (carbon dioxide) Index reduction equipment produced in biodigesters ,Darci Jose Pandolfo,Moacie Lanznaster,2011-09-26,2011-09-26,2013-08-20,,https://patents.google.com/patent/BRPI1106194A2/en,
BR-112012023041-B1,process to produce hydrogen ,Shell Int Research,"Jie Guo Chang, Venkataraman Iyer Mahesh",2010-03-16,2011-03-14,2019-12-17,,https://patents.google.com/patent/BR112012023041B1/en,
BR-PI0902932-A2,"process of manufacturing feed and concentrates from bioethanol / alcohol and biodiesel wastes and co-products, including algae and glycerol, bio-utilization of gases, co2, vinasse, liquid effluents and industrial gases; production of distilled beverage and neutral algae alcohol ",Petterle Felipe Rodrigues,Petterle Felipe Rodrigues,2009-04-24,2009-04-24,2011-01-04,,https://patents.google.com/patent/BRPI0902932A2/en,
BR-PI0605708-B1,process for biological treatment of sulfate reduction using sequential batch anaerobic reactor and coal as support medium ,Univ São Paulo Usp,"Ariovaldo José Da Silva, Arnaldo Sarti, Eugenio Foresti, Marcelo Zaiat",2006-12-21,2006-12-21,2016-05-10,,https://patents.google.com/patent/BRPI0605708B1/en,
BR-102019011985-A2,"COMPOSITION FOR OBTAINING A DECLARIFICATOR, COLOR ENHANCER IN ORGANIC FLUIDS AND SULFUR SEQUESTRATORS CONTAINED BY OXIDE AND / OR IRON HYDROXIDE AND ZINC OXIDE ",Polystell Do Brasil Ltda,Wildon Lopes Da Silva,2019-06-12,2019-06-12,2020-12-22,,https://patents.google.com/patent/BR102019011985A2/en,
BR-102021014891-B1,INDUSTRIAL THERMODYNAMIC PROCESSES CATALYST SYSTEM ,"Adibelto Garcia Borges, Marcos Roberto Borges","Marcos Roberto Borges, Adibelto Garcia Borges",,2021-07-28,2023-05-23,,https://patents.google.com/patent/BR102021014891B1/en,https://patentimages.storage.googleapis.com/28/b3/85/3c785387f8bcd3/img0001.png
BR-C10903587-E2,DEVICE AND PROCESS FOR THE THERMAL TREATMENT OF BIOMASS AND SOLID WASTE IN MULTIPLE STAGES ,,,,,2019-06-04,,https://patents.google.com/patent/BRC10903587E2/en,
BR-PI0911165-B1,A process for converting a carbonaceous material into a desired product comprising one or more hydrocarbons or one or more alcohol. ,,,,,2017-10-03,,https://patents.google.com/patent/BRPI0911165B1/en,
BR-PI0805983-A2,"process for obtaining polymeric materials based on polymerization and compatibilization of silicone, acrylic resin and alkoxide and process for producing a polymeric material usable as orthoses and prostheses ",Univ Fed Pernambuco,"Andre Galembeck, Eliane Cristina Viana Revoredo, Carvalho Dos Anjos Debora Santos",2008-10-20,2008-10-20,2010-08-31,,https://patents.google.com/patent/BRPI0805983A2/en,
BR-0202741-A,Sludge blanket upflow biodigester with hydraulic seal for sewage treatment ,Inst De Tecnologia Do Parana,"Chanlai Chanyuthim, Alexandre Akira Takamatsu, Natalia Regina Afons Goncalves, Roberto Takeshi Nara, Glaciele Cachoeira, Leandro Novak, Gilmar Andreatta",2002-07-17,2002-07-17,2004-05-11,,https://patents.google.com/patent/BR0202741A/en,
BR-MU8700420-U,constructive arrangement in burner combined with slurry evaporator equipment ,Emanuele Cifali,Emanuele Cifali,2007-01-15,2007-01-15,2008-09-02,,https://patents.google.com/patent/BRMU8700420U/en,
BR-0202933-A,Methane gas burner with automatic igniter ,Leandro Guerra Becker,Leandro Guerra Becker,2002-07-25,2002-07-25,2003-09-30,,https://patents.google.com/patent/BR0202933A/en,
BR-0103849-A,Carbon dioxide and acid gas capture and processing system ,Orlando Jose Melo Vieira,Orlando Jose Melo Vieira,2001-06-12,2001-06-12,2003-04-15,,https://patents.google.com/patent/BR0103849A/en,
BR-7903197-U,Integrated process of using urban waste as alternative fuel and organic fertilizer ,Ricardo Francesconi,Ricardo Francesconi,1999-09-03,1999-09-03,2001-04-03,,https://patents.google.com/patent/BR7903197U/en,
BR-PI0404708-A,"integrated process of treatment of solid waste from the process of treatment of industrial effluents, domestic sewage, and effluents generated in the zootechnical activity ",Brasmetano Ind E Com Ltda,Jose Marcos Borges Gryschek,2004-06-24,2004-06-24,2006-02-14,,https://patents.google.com/patent/BRPI0404708A/en,
BR-PI0701072-A2,Technological process for microalgae production using molasses added medium ,Costa Jorge Alberto Vieira,"Costa Jorge Alberto Vieira, Rosa Andrade Michele Da",2007-04-27,2007-04-27,2008-12-09,,https://patents.google.com/patent/BRPI0701072A2/en,
BR-9905058-C1,Development introduced in mixer ,Joao Carlos Gomes De Oliveira,Joao Carlos Gomes De Oliveira,1999-10-18,1999-10-18,2004-11-03,,https://patents.google.com/patent/BR9905058C1/en,
BR-9906183-A,Comprehensive waste recovery process ,Manuel Luis Aguirre Morales,Manuel Luis Aguirre Morales,1999-12-06,1999-12-06,2001-09-18,,https://patents.google.com/patent/BR9906183A/en,
BR-PI0605116-A,pet bottle biodigester machine ,Veneraldo Pereira Costa,Veneraldo Pereira Costa,2006-11-16,2006-11-16,2008-07-01,,https://patents.google.com/patent/BRPI0605116A/en,
BR-0104260-A,"Intelligent global system for increasing energy matrices, cogeneration, energy balances in all renewable primary sources in the light of alternative, unconventional, clean, green, self-sustainable and environmentally sound technologies, reducing the greenhouse effect ","Nisio De Souza Armani, Caio Leonor Pereira","Nisio De Souza Armani, Caio Leonor Pereira",2001-08-22,2001-08-22,2003-08-05,,https://patents.google.com/patent/BR0104260A/en,
BR-0100745-A,"Macro-recycling system for urban, rural, commercial, industrial and service solid waste, including health ",Werner Eugenio Zulauf,Werner Eugenio Zulauf,2001-02-16,2001-02-16,2002-11-12,,https://patents.google.com/patent/BR0100745A/en,
BR-PI0800136-A2,system for the treatment of fluidic discharge containing organic pollutants in varying concentrations ,Sansuy Do Nordeste S A Ind De,Toshio Nakabayashi,2008-02-13,2008-02-13,2009-09-29,,https://patents.google.com/patent/BRPI0800136A2/en,
BR-PI0403526-A,hot air generator ,Videclima Sist De Aquecimento,Moacir Rodrigues,2004-06-30,2004-06-30,2006-05-30,,https://patents.google.com/patent/BRPI0403526A/en,
BR-9905240-A,"Improvement introduced in the process to obtain acetone and butanol, in addition to water gas, in the ethanol and methanol production route from tailings and residues left by ethanol and sugar production ",Ricardo Audi,Ricardo Audi,1999-11-09,1999-11-09,2001-06-19,,https://patents.google.com/patent/BR9905240A/en,
BR-PI0702661-A2,thermophilic biodigester due to the use of foam ,Paulo Antonio Baltazar Ramos,Paulo Antonio Baltazar Ramos,2007-08-29,2007-08-29,2009-04-28,,https://patents.google.com/patent/BRPI0702661A2/en,
BR-0301292-A,Bacterial / chemical combined process for removing H2s from gases ,Univ Estadual Paulista Julio D,"Oswaldo Junior Garcia, Maria Estela Aparecida Oprime",2003-05-08,2003-05-08,2004-12-21,,https://patents.google.com/patent/BR0301292A/en,
BR-0303230-A,Power generator system ,"Fernando Pereira Ferreira, Adilson Olsson, Sandro Marcelo De Andrade","Fernando Pereira Ferreira, Sandro Marcelo De Andrade, Adilson Olsson",2003-08-01,2003-08-01,2005-04-05,,https://patents.google.com/patent/BR0303230A/en,
BR-MU8402415-U,mandalla project - holistic environmental systemic development ,Willy Pessoa Rodrigues,Willy Pessoa Rodrigues,2004-07-06,2004-07-06,2006-02-14,,https://patents.google.com/patent/BRMU8402415U/en,
BR-PI0603615-A,production of granulated organic fertilizer ,Ferticel Ind De Fertilizantes,Wilson Luiz Enderle,2006-09-04,2006-09-04,2008-04-22,,https://patents.google.com/patent/BRPI0603615A/en,
BR-0202240-A,Organic waste processor for methane gas ,Carlos Antonio Dos Santos,Carlos Antonio Dos Santos,2002-05-23,2002-05-23,2004-04-27,,https://patents.google.com/patent/BR0202240A/en,
BR-8201177-U,Mobile sealing mechanism for flexibly pvc biodigesters ,Assis Silveira De Azevedo,Assis Silveira De Azevedo,2002-05-20,2002-05-20,2004-02-25,,https://patents.google.com/patent/BR8201177U/en,
BR-PI0804206-A2,process for producing metal silicon and silicon-based alloys using biomass briquettes ,Rima Agropecuaria E Servicos Ltda,Ricardo Antonio Vicintin,2008-09-23,2008-09-23,2010-07-06,,https://patents.google.com/patent/BRPI0804206A2/en,
BR-MU8700883-Y1,gas corrosion indicating device on metals ,"Brasil Pesquisa Agropec, Serviço Nac De Aprendizagem Ind Senai","Airton Kunz, Gilberto Freiberger, Giovani Berthon Heller, Marcos Venícios Novaes De Souza, Vicente Sangoi",2007-07-03,2007-07-03,2016-11-22,,https://patents.google.com/patent/BRMU8700883Y1/en,
BR-MU8701289-U2,biocarb device ,Ivane Rodrigues De Souza,De Souza Hiran Rodrigues,2007-07-11,2007-07-11,2009-02-25,,https://patents.google.com/patent/BRMU8701289U2/en,
BR-MU8701621-U2,internal combustion heat exchanger ,Roseli Dachery Pierog,Roseli Dachery Pierog,2007-10-05,2007-10-05,2009-06-09,,https://patents.google.com/patent/BRMU8701621U2/en,
BR-MU8803202-Y1,PROVISION INTRODUCED IN MOBILE STATION FOR WASTE TREATMENT ,Copasa - Companhia De Saneamento De Minas Gerais,Leonardo De Andrade Carvalho Diego,2008-11-07,2008-11-07,2018-06-26,,https://patents.google.com/patent/BRMU8803202Y1/en,
BR-PI0802370-A2,process and equipment for the production of biofuels and biofuels obtained by thermal cracking ,Unicamp,"Vinicyus Rodolfo Wiggers, Henry Franca Meier, Antonio Andre Chivanga Barros, Maria Regina Wolf Maciel",2008-08-13,2008-08-13,2010-05-18,,https://patents.google.com/patent/BRPI0802370A2/en,
BR-PI0802526-A2,"process to obtain hydrogen and oxygen through the electrolysis of water, obtained by the electric energy derived from methane gas ",Alexandre P Rocha,Alexandre P Rocha,2008-08-05,2008-08-05,2010-03-30,,https://patents.google.com/patent/BRPI0802526A2/en,
BR-PI1015375-B1,IMPROVED CARBON BREAK IN FERMENTATION ,,,,,2017-01-03,,https://patents.google.com/patent/BRPI1015375B1/en,
BR-PI1105187-A2,SELF-SUSTAINABLE USING AND PROCESSING FOR TRADING URBAN WASTE ,,,,,2017-01-03,,https://patents.google.com/patent/BRPI1105187A2/en,
BR-MU8903139-U2,high pressure and continuous flow reactor for effluent and fluid organic material transformation and recycling ,Janot Marinho Andre Barcellos,Janot Marinho Andre Barcellos,2009-10-20,2009-10-20,2012-10-16,,https://patents.google.com/patent/BRMU8903139U2/en,
BR-PI0914253-A2,high-rate anaerobic pond bioreactor ,Univ Del Valle,Ricardo Peña Varon Miguel,2008-12-02,2009-12-01,2019-03-12,,https://patents.google.com/patent/BRPI0914253A2/en,
BR-0215051-A,System and method for extracting energy from agricultural waste ,Jerrel Dale Branson,Jerrel Dale Branson,2001-12-18,2002-12-17,2004-12-07,,https://patents.google.com/patent/BR0215051A/en,
BR-9107117-A,PROCESS FOR REMOVING SULFUR COMPOUNDS FROM A GASEOUS EFFLUENT ,Pacques Bv,Cees Jan Nico Buisman,1990-12-04,1991-12-04,1994-02-22,,https://patents.google.com/patent/BR9107117A/en,
BR-202021025620-U2,PROVISION INTRODUCED IN AN EXTRA DRY ROUTE BIODIGESTER ,Ana Carolina De Freitas Paula,Ana Carolina De Freitas Paula,,2021-12-17,2023-06-27,,https://patents.google.com/patent/BR202021025620U2/en,
BR-102021013839-A2,AGROINDUSTRIAL EFFLUENT CONCENTRATION PROCESS BY REDUCING THE WATER CONTENT AND USE OF THE CONCENTRATE PRODUCT AND PROCESS BY-PRODUCTS ,Universidade De São Paulo - Usp,"Thiago Lopes, Julio Romano Meneghini, Otávio Beruski",2021-07-13,2021-07-13,2023-01-24,,https://patents.google.com/patent/BR102021013839A2/en,https://patentimages.storage.googleapis.com/d6/18/23/e326a53024b1b3/img0001.png
BR-PI1000466-A2,multifunctional oxycatalyst ,Nilton Aparecido Da Silva Gomes,Nilton Aparecido Da Silva Gomes,2010-02-24,2010-02-24,2011-10-18,,https://patents.google.com/patent/BRPI1000466A2/en,
BR-102021005538-A2,THREE-PHASE SEPARATOR FOR ASCENDING FLOW ANAEROBIC REACTORS AND SLUDGE BLANKET ,"Universidade Federal De Minas Gerais, Companhia De Saneamento De Minas Gerais - Copasa, Companhia De Saneamento Básico Do Estado De São Paulo - Sabesp, Fibrasa Ltda.","Carlos Augusto De Lemos Chernicharo, Thiago Bressani Ribeiro, Cláudio Leite De Souza, Juvercino José De Faria Filho",2021-03-23,2021-03-23,2022-09-27,,https://patents.google.com/patent/BR102021005538A2/en,https://patentimages.storage.googleapis.com/84/46/f7/fa9d000db1b4e2/img0001.png
BR-102021004271-A2,ANIMAL CARCASS MINCER ,Perozin Indústria Metalúrgica Ltda,Alessandra Mara Perusin Miotto,2021-03-05,2021-03-05,2022-09-13,,https://patents.google.com/patent/BR102021004271A2/en,https://patentimages.storage.googleapis.com/a5/39/04/1c93e3ea6ac5e7/img0001.png
